product_name,brand,category,adulterant,detection_method,severity,health_risk,action_taken
Wine,BrandC,Beverages,Melamine,Chemical Analysis,Moderate,Medium,Warning Issued
Honey,BrandC,Condiments,Artificial sweeteners,Spectroscopy,Minor,Medium,Investigation Launched
Milk,BrandE,Dairy,Artificial sweeteners,Sensory Evaluation,Minor,Low,Warning Issued
Cheese,BrandD,Dairy,Water,Sensory Evaluation,Severe,High,Product Recall
Cheese,BrandA,Dairy,Chalk,Spectroscopy,Moderate,Medium,Product Recall
Chicken,BrandD,Meat,Water,Sensory Evaluation,Moderate,Medium,Warning Issued
Butter,BrandC,Dairy,Water,Spectroscopy,Moderate,High,Product Recall
Beef,BrandE,Meat,Artificial sweeteners,Sensory Evaluation,Severe,High,Warning Issued
Honey,BrandE,Condiments,Chalk,Chemical Analysis,Minor,Medium,Fine Imposed
Beef,BrandB,Meat,Melamine,Spectroscopy,Severe,Low,Fine Imposed
Juice,BrandA,Beverages,Artificial sweeteners,Chemical Analysis,Severe,Medium,Fine Imposed
Beef,BrandA,Meat,Water,Microbiological Analysis,Moderate,High,Warning Issued
Bread,BrandA,Dairy,Water,Spectroscopy,Minor,Medium,Product Recall
Wine,BrandE,Beverages,Chalk,Microbiological Analysis,Severe,High,Warning Issued
Chicken,BrandD,Meat,Chalk,Chemical Analysis,Moderate,Medium,Fine Imposed
Yogurt,BrandB,Dairy,Chalk,Spectroscopy,Severe,Low,Product Recall
Milk,BrandB,Dairy,Artificial sweeteners,Sensory Evaluation,Minor,High,Warning Issued
Chicken,BrandB,Meat,Melamine,Chemical Analysis,Minor,High,Fine Imposed
Bread,BrandD,Dairy,Coloring agents,Microbiological Analysis,Severe,High,Fine Imposed
Milk,BrandB,Dairy,Chalk,Chemical Analysis,Minor,High,Product Recall
Juice,BrandA,Beverages,Coloring agents,Microbiological Analysis,Moderate,Low,Fine Imposed
Wine,BrandC,Beverages,Artificial sweeteners,Chemical Analysis,Moderate,Medium,Investigation Launched
Beef,BrandD,Meat,Melamine,Microbiological Analysis,Severe,Medium,Product Recall
Chicken,BrandD,Meat,Coloring agents,Sensory Evaluation,Moderate,Medium,Investigation Launched
Cheese,BrandE,Dairy,Chalk,Microbiological Analysis,Moderate,High,Investigation Launched
Honey,BrandC,Condiments,Artificial sweeteners,Microbiological Analysis,Minor,Medium,Fine Imposed
Cheese,BrandE,Dairy,Artificial sweeteners,Microbiological Analysis,Moderate,Low,Warning Issued
Butter,BrandB,Dairy,Chalk,Sensory Evaluation,Moderate,Medium,Warning Issued
Butter,BrandE,Dairy,Water,Chemical Analysis,Moderate,Low,Product Recall
Wine,BrandA,Beverages,Melamine,Microbiological Analysis,Moderate,Low,Investigation Launched
Bread,BrandB,Dairy,Coloring agents,Sensory Evaluation,Minor,Low,Product Recall
Milk,BrandA,Dairy,Chalk,Sensory Evaluation,Minor,Medium,Product Recall
Milk,BrandB,Dairy,Artificial sweeteners,Microbiological Analysis,Moderate,Low,Product Recall
Cheese,BrandA,Dairy,Coloring agents,Microbiological Analysis,Minor,Low,Investigation Launched
Bread,BrandE,Dairy,Artificial sweeteners,Microbiological Analysis,Severe,Medium,Product Recall
Chicken,BrandA,Meat,Melamine,Chemical Analysis,Severe,Low,Investigation Launched
Bread,BrandE,Dairy,Coloring agents,Microbiological Analysis,Severe,High,Product Recall
Juice,BrandC,Beverages,Coloring agents,Sensory Evaluation,Minor,Low,Product Recall
Yogurt,BrandB,Dairy,Melamine,Chemical Analysis,Moderate,High,Warning Issued
Juice,BrandD,Beverages,Artificial sweeteners,Spectroscopy,Moderate,High,Fine Imposed
Yogurt,BrandB,Dairy,Water,Chemical Analysis,Minor,High,Warning Issued
Honey,BrandE,Condiments,Coloring agents,Sensory Evaluation,Moderate,High,Product Recall
Chicken,BrandE,Meat,Chalk,Chemical Analysis,Severe,Low,Product Recall
Milk,BrandB,Dairy,Artificial sweeteners,Microbiological Analysis,Severe,Low,Product Recall
Juice,BrandB,Beverages,Coloring agents,Microbiological Analysis,Severe,Medium,Warning Issued
Butter,BrandD,Dairy,Artificial sweeteners,Chemical Analysis,Minor,Medium,Fine Imposed
Beef,BrandD,Meat,Melamine,Microbiological Analysis,Minor,Medium,Warning Issued
Bread,BrandD,Dairy,Chalk,Microbiological Analysis,Moderate,High,Fine Imposed
Juice,BrandE,Beverages,Chalk,Spectroscopy,Minor,High,Product Recall
Chicken,BrandC,Meat,Artificial sweeteners,Spectroscopy,Minor,Low,Warning Issued
